Kingdom	Phylum	Class	Order	Family	Genus	Species	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	8	0	0	7	4	0	0	0	0	0	0	0	72	0	0	0	0	0	9	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	31	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	68	0	0	21	20	0	0	0	7	0	0	18	0	0	0	0	35	148	0	16	0	0	0	0	36	0	8	26	4	0	6	0	10	0	0	0	0	0	0	0	0	0	0	36	0
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	flavescens	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	nasisuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	30	0	0	0	29	20	18	0	0	0	0	0	7	0	0	85	0	41	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ammonioxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Unclassified	8	5	4	0	0	5	9	0	9	0	13	17	9	0	0	3	0	0	0	0	0	11	13	0	21	13	9	0	0	5	0	8	4	0	0	0	0	7	0	6	16	5	0	0	0	18	5	13	8	0	5	4	9	0	3	11	0	0	5	16	7	0	11
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	Unclassified	222	99	50	83	62	88	0	134	192	22	57	97	12	25	68	75	948	32	204	83	74	367	116	0	61	109	16	8	787	70	0	1593	25	78	170	35	0	1014	0	0	188	98	304	236	63	0	12	73	19	153	153	83	177	0	216	13	73	96	27	89	126	34	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Unclassified	43	602	288	45	178	202	91	635	512	79	666	519	35	175	170	413	2353	228	806	177	63	461	222	65	17	175	75	31	471	7	87	854	43	0	515	0	23	0	436	57	7774	192	391	0	13	518	133	408	184	816	0	8	1355	0	228	655	0	115	347	142	41	78	23
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	scatoligenes	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	51	0	0	2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Unclassified	Unclassified	9	0	0	0	39	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Unclassified	1940	2900	690	2107	2635	2685	559	1914	2311	1065	5525	4439	2575	2426	641	1535	2583	1871	844	1178	1629	2434	2804	339	284	1017	555	1967	845	898	173	2140	896	413	1775	335	110	1200	1568	79	3363	1022	1684	641	844	1765	1236	1126	2169	1197	1984	388	1532	220	479	711	251	760	536	1180	398	447	163
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	bouchesdurhonensis	0	51	53	41	94	45	0	38	98	19	24	110	58	0	28	0	0	0	44	0	33	30	0	0	0	56	48	0	0	0	0	40	0	0	0	0	0	32	0	0	0	48	82	60	0	131	41	41	52	160	0	0	0	0	50	49	0	0	0	0	30	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Unclassified	Unclassified	0	0	0	0	15	0	13	0	0	0	20	0	4	0	0	0	178	18	35	0	4	0	0	0	0	0	0	0	41	0	16	0	0	10	9	12	0	14	0	0	130	66	22	73	6	34	0	0	26	11	6	0	0	0	0	0	0	9	0	4	0	0	4
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	lenta	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	Unclassified	372	187	131	228	285	205	162	299	574	71	788	621	295	150	178	289	1391	109	476	495	431	66	420	39	182	1404	166	168	659	250	88	1054	248	127	896	83	30	472	51	25	1699	977	533	66	187	173	698	434	514	679	334	174	485	155	193	674	54	383	276	407	216	341	149
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	74	0	0	6	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Unclassified	192	92	61	62	86	91	56	40	109	48	232	173	310	9	46	67	1088	0	635	73	308	272	129	0	135	108	16	15	437	317	28	535	123	255	259	61	4	729	0	8	726	251	393	329	219	113	293	279	482	325	346	223	304	61	74	156	101	287	21	98	126	171	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Unclassified	28	14	0	146	96	32	20	118	42	46	60	8	5	0	0	18	136	15	58	35	0	435	96	0	16	82	115	0	0	56	17	194	44	0	102	13	0	127	0	7	406	484	58	0	73	140	80	151	145	14	33	42	165	0	16	198	7	104	21	268	42	95	60
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	43	7	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	isoflavoniconvertens	0	65	0	0	0	66	0	70	50	43	0	0	152	63	0	0	0	0	0	0	82	186	231	40	79	0	53	0	0	69	0	0	0	0	0	37	0	0	0	0	70	14	0	153	0	42	0	0	0	0	207	0	0	0	58	0	0	0	0	0	0	95	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unclassified	Unclassified	579	978	318	504	1010	544	840	1194	1144	209	1182	1079	771	274	336	707	906	210	344	673	414	1447	773	17	444	1548	334	77	671	375	106	1263	788	100	736	112	23	852	89	243	1407	902	629	260	557	1312	860	1170	487	253	243	223	1230	148	539	1277	205	268	480	1755	516	316	229
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Unclassified	Unclassified	Unclassified	0	4	0	0	0	22	11	5	0	4	0	0	0	0	0	8	0	143	0	7	14	4	4	0	20	15	13	0	7	0	0	15	0	0	34	17	0	38	4	0	0	0	6	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0
Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	bracarensis	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unclassified	12	69	16	42	102	28	0	101	30	27	462	874	7	48	292	88	3	356	211	314	674	126	192	113	93	326	1143	163	4	20	81	401	306	12	287	196	381	6	351	54	473	316	1071	30	109	582	158	57	1412	209	95	33	272	615	48	315	144	2137	1399	0	17	193	521
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	graminisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	togonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus	0	0	0	0	25	0	0	6	2	0	37	8	5	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	Unclassified	Unclassified	9	3	3	9	0	6	0	7	0	7	65	39	0	61	11	4	0	179	25	12	151	0	0	605	0	7	48	12	0	2	91	270	21	19	0	67	328	0	58	26	3	100	7	7	0	71	9	33	256	4	6	5	89	53	2	38	6	49	463	31	0	11	243
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Unclassified	0	34	0	0	0	10	0	0	0	0	0	0	0	0	0	3	6	209	150	212	304	56	33	20	13	6	73	0	164	0	15	671	0	0	14947	2454	8	285	135	0	0	0	159	0	10	0	10	0	13	17	11	13	0	0	13	49	0	7	7	4	7	141	2
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	gadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	oryzarvi	0	0	0	0	26	0	0	0	4	0	6	0	0	0	0	0	0	0	18	0	0	0	13	0	0	0	0	0	0	0	0	25	7	0	91	15	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	130	0	16	0	0	0	0	0	0	52	17	0	126	2125	0	0	0	0	0	0	17	0	3	27	4	0	0	12	16	0	0	0	32	0	0	0	0	0	0	216	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	sulfuriphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	10	0	77	90	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	12	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	53	49	161	12	36	0	81	0	88	13	0	0	7	62	18	0	2028	9365	25	49	33	0	0	0	48	0	4	6	4	0	16	15	4	3	0	0	0	0	0	0	0	0	0	647	5
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	62	37	22	0	0	0	0	0	30	0	7	0	0	14	0	0	15	123	0	0	0	0	0	0	14	9	29	0	0	0	4	31	0	7	0	0	5	0	0	0	8	0	0	151	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	virosa	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkaliflexus	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	4	0	22	0	0	0	16	0	0	0	0	21	0	0	12	3422	0	0	0	0	0	0	5	0	0	0	0	0	9	0	6	0	0	0	6	0	0	0	0	0	0	70	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	Unclassified	0	60	38	1995	42	0	0	106	0	2	2439	22	6	0	303	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	11	741	0	0	0	0	84	0	26	0	0	0	0	0	0	0	107	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Unclassified	Unclassified	508	4505	1130	5753	4052	1433	131	8119	1859	5500	9651	5366	456	498	3081	11030	338	2178	1190	2720	1652	3167	1331	788	1229	169	1446	1961	2923	2011	601	12161	6203	1391	591	603	988	1833	9542	217	5000	306	2325	1191	1353	9493	13149	1325	2950	330	5010	1037	2647	3690	1839	2089	356	3702	10167	242	441	1687	1249
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Unclassified	Unclassified	0	8	0	0	8	0	0	0	0	0	18	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	5	0	9	0	0	0	0	0	0	18	204	0	0	0	0	0	0	0	0	16	0	39	0	0	0	0	7
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Unclassified	7	70	39	92	29	28	26	356	11	39	251	51	10	28	49	89	26	17	105	70	96	13	11	53	285	0	146	779	26	53	145	162	11	98	10	282	263	4	443	24	165	21	1236	60	110	93	89	37	203	116	612	138	24	262	607	64	180	1054	1347	35	57	28	138
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Unclassified	91	99	52	57	245	41	102	451	51	21	528	236	56	142	2190	363	167	5217	5393	375	344	233	35	614	2371	51	5835	3440	172	501	1350	1557	473	4008	104	818	11800	158	3485	3079	458	476	491	880	1053	218	565	110	1715	293	2094	581	393	11782	325	321	358	802	1485	213	104	56	3231
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	Unclassified	4	12	42	15	26	0	10	78	11	6	101	0	0	0	63	35	36	15	52	28	0	0	12	0	0	0	14	51	0	6	0	3	0	65	6	0	0	0	57	8	0	0	0	37	9	5	31	22	8	0	0	0	12	34	19	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	Unclassified	270	731	759	176	337	263	43	2042	799	217	4025	1097	258	364	1782	4843	1513	715	1510	804	723	1740	266	86	1143	88	488	1446	1101	950	316	1108	391	1265	684	1114	383	193	1084	98	3536	357	3104	1121	1574	452	417	197	429	422	1876	255	416	1073	1487	451	558	1048	2295	299	243	251	260
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	copri	0	0	126	0	0	0	0	90	31	85	191	71	51	0	60	348	438	419	61	0	85	0	53	0	123	0	0	42	0	393	85	116	0	106	0	157	109	53	64	0	67	0	76	127	147	0	0	0	57	0	118	41	47	0	40	0	0	123	233	0	0	41	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	Unclassified	260	280	166	66	865	51	110	940	337	57	4809	824	303	57	619	680	35	1140	962	625	333	759	296	344	934	93	550	4915	155	308	56329	4330	418	821	73	331	1002	153	1735	94	944	412	4784	328	798	521	1479	220	947	350	1686	219	406	980	316	467	411	1620	4817	142	20	518	749
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	Unclassified	0	0	0	0	0	0	2	83	0	0	0	5	0	0	0	0	0	11	11	0	26	0	0	6	218	0	27	75	3	0	0	54	0	0	0	0	4	6	0	0	45	0	6	0	0	26	10	0	4	0	172	0	10	0	6	0	9	33	173	0	0	0	65
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	Unclassified	14	11	17	14	0	10	250	53	0	0	183	61	33	12	101	24	16	156	670	59	28	25	16	69	180	10	70	60	19	41	196	492	77	1410	23	131	288	10	261	0	38	76	124	66	131	31	36	58	126	6	64	26	47	322	33	52	65	132	492	12	12	25	145
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	Unclassified	0	0	0	0	15	4	3	11	0	4	107	8	0	2	10	0	5	204	29	10	51	38	6	112	0	8	232	10	4	9	144	36	79	0	0	34	1100	4	111	0	8	28	24	0	22	67	73	7	30	4	28	0	15	0	14	37	0	31	519	0	0	26	59
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Unclassified	Unclassified	21	64	64	15	21	31	12	232	52	3	468	215	76	15	74	261	44	151	178	30	20	130	31	81	113	4	101	150	44	63	64	140	23	356	16	116	87	20	451	9	104	39	84	84	73	11	41	15	26	6	140	12	6	36	42	10	9	357	733	19	3	0	122
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Unclassified	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	15	0	4	0	0	0	0	6	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	10	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	ihumii	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	66	25	0	0	21	0	161	15	15	0	0	0	0	0	16	0	0	745	57	0	31	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	29	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	delicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	Unclassified	29	80	16	69	82	19	51	436	37	57	781	346	62	44	160	252	7	499	161	385	132	223	53	117	146	99	673	241	90	93	162	1395	388	25	26	143	435	60	751	6	22	116	663	104	156	356	443	91	589	123	270	10	46	251	53	296	93	523	1644	52	9	137	364
